year_of_arrival,flag,place_of_purchase,place_of_landing,percent_women,percent_children,percent_men,total_embarked,total_disembarked,resistance_label,vessel_name,captain's_name,voyage_id,sources
1549,,Cape Verde Islands,New Spain,,,,28,22,,Santa Maria de Guadalupe,"Gallegos, Juan Batista",41668,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 432-33<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 296;<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 121, 127<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f.156v<><p><em>AG!</em> (Seville)</p>']"
1549,,Cape Verde Islands,New Spain,,,,439,351,,Spiritu Santo,"Angulo, Cristobal de",41669,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 432-33, 476-77<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 296<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 128<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f. 157r<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,410,328,,San Anton,"Ruiz, Francisco",41665,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 432-33, 437<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 296<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 128, 130<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f. 156r<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,525,420,,San Juan,"Quesada, Diego",41666,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 432-33, 437, 458-59<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 296<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56,129,131, 133<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f. 156v<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,363,290,,Trinidad,"Colondres, Alvaro de",41667,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus, II: 432-33, 437<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 295-96<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56,121,131, 133<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f.156r<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,New Spain,,,,388,311,,Santus Spiritus,"Gallego, Alonso Perez",41671,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 444-45, 474-75<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Ventura, 56, 130, 133<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).']"
1550,,Cape Verde Islands,New Spain,,,,387,309,,Concepcion y Espiritu Santo,"Perez Granillo, Alonso",41672,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II:444-45, 452, 474-75<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos,296-97<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 127, 130<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI.Contrataci\xf3n, 2898, f. 161v<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,New Spain,,,,413,331,,Santa Cruz,"Salvado, Gaspar",41673,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 444-45<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 296<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 124<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n,2898, f. 161v<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,Veracruz,,,,437,350,,San Salvador,"Dominguez, Jacome<br/> Mecina, Nufio de",41674,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus, II: 476-47<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Ventura, 56, 124, 129<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).']"
1550,,Cape Verde Islands,New Spain,,,,397,317,,San Juan Bautista,"Luna, Diego de",41675,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 444-45<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 297<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 128, 131<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI-Contrataci\xf3n 2898, f.162r<><p><em>AG!</em> (Seville)</p>']"
1550,,Cape Verde Islands,New Spain,,,,446,357,,Santiago,"Oquendo, Miguel de",41676,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 446-47, 490-91, 494-95<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 297<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 129<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f.163r<><p><em>AG!</em> (Seville)</p>']"
1550,,"Senegambia and offshore Atlantic, port unspecified","Hispaniola, unspecified",,,,429,344,,San Bartolome,"Garcia, Toribio<br/> Esteban, Gaspar",41679,"[u'AGS, CJH,23<><i>Archivo General de Simancas</i> (Simancas, Spain) Consejo y Juntas de Hacienda', u'Chaunus,II: 448-49, 492-93, 495<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'Mira Caballos, 297<><p>Esteban Mira Caballos, ""Las Licencias de escravos negros a <span class=""st"">Hispanoam&eacute;rica</span> (1544-1550),"" <em>Revista de Indias</em>, 54 (1994): 273-98</p>', u'Ventura, 56, 127, 130<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).', u'AGI,Contrataci\xf3n, 2898, f.163v<><p><em>AG!</em> (Seville)</p>']"
1551,,Cape Verde Islands,New Spain,,,,359,287,,Piedad,"Gonzalez, Juan",42618,"[u'Chaunus, 3: 462-63 AGI, Contratacion, 2898, f. 168v<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1551,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Nicolas,"Arcuriaga, Juan de",42633,"[u'Chaunus, 3: 464-65<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 169v<><p><em>AG!</em> (Seville)</p>']"
1551,,Cape Verde Islands,New Spain,,,,359,287,,Santiago,"Rodriguez, Francisco",42675,"[u'AGI,Contratacion, 2898, f. 169v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 464-65<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1551,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Antonio,"Ruiz, Francisco de",42697,"[u'Chaunus, 3: 464-65<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 169r<><p><em>AG!</em> (Seville)</p>']"
1551,,Cape Verde Islands,New Spain,,,,359,287,,Trinidad,"Mata, Bernaldo de",42746,"[u'Chaunus, 2: 462-3<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 168r<><p><em>AG!</em> (Seville)</p>']"
1551,,Cape Verde Islands,New Spain,,,,359,287,,Concepcion,"Nunez, Andres",42787,"[u'Chaunus, 2: 466-67<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1551,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Nicolás,"Arcuriaga, Juan",42955,"[u'Chaunus, 2:464-70<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1552,,Cape Verde Islands,New Spain,,,,359,287,,S Maria de los Remedios,"Romano, Gonzalo",42655,"[u'Chaunus, 2: 484-89<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1552,,Cape Verde Islands,Puerto de Plata,,,,359,287,,NS de la Blanca,"Herrera, Gonzalo",42657,"[u'Chaunus, 2: 484-85<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1552,,Cape Verde Islands,San Domingo (a) Santo Domingo,,,,359,287,,Concepcion,"Hernandez, Gaspar",42662,"[u'Chaunus, 3: 484-85<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1552,,Cape Verde Islands,New Spain,,,,359,287,,S Vicente,"Leyba, Francisco de",42699,"[u'Chaunus, 3: 482-83<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1553,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Cruz,"Salto, Bartolome de",42751,"[u'Chaunus, 3: 496-97<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 128r<><p><em>AG!</em> (Seville)</p>']"
1554,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Vera Cruz,"Gomez, Salvador",42531,"[u'Chaunus, 3: 508-509<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1554,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Nicolas,"Salto, Bartolome",42749,"[u'Chaunus, 2: 508-13<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1554,,"Senegambia and offshore Atlantic, port unspecified","Puerto Rico, port unspecified",,,,359,287,,Santi Spiritus,"Fernández, Jacome",42132,"[u'Gelp\xed Baiz, Elsa, 215,332<><p>Gelp&iacute; Baiz, Elsa, <em>Siglo en blanco: estudio de la econom&iacute;a azucarera en Puerto Rico, siglo XVI (1540-1612)</em> (San Juan, 2000).</p>']"
1554,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,San Nicolas,"Martin, Anton",42133,"[u'AGI, Contratation, 2898, 2f. 182r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2: 496-503<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1554,,Cape Verde Islands,Veracruz,,,,359,287,,NS del Valverde (a) Santa María del Verde,"Hernandez Maranon, Antonio",42134,"[u'AGI, Contaduria, 877-1, f. 9<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f.128r<><p><em>AG!</em> (Seville)</p>', u'AGI, Contratacion, 2898, f. 182r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2:496 - 497<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1554,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,San Juan,"Urquiza, Ortuno de",42135,"[u'Chaunus, 2: 496-503<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI, Contratacion, 2898, F. 182r<><p><em>AG!</em> (Seville)</p>']"
1554,,,"Puerto Rico, port unspecified",,,,359,287,,NS de la Piedad,"Palacios, Juan de",42136,"[u'Chaunus,2:498-99, 508, 514-17<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1554,,Cape Verde Islands,Veracruz,,,,359,287,,NS de Guadalupe,"Alonso, Rodrigo",42137,"[u'Chaunus, 2: 508-13<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Ctdra,877,No.1, pliego 11<><p><em>AG!</em> (Seville)</p>']"
1555,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Pablo,"Garcia Corbaleon, Simon",42501,"[u'Chaunus,2:518 - 527<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898,ff. 518-27<><p><em>AG!</em> (Seville)</p>']"
1555,,Cape Verde Islands,Veracruz,,,,359,287,,Santa Barbola,"Farfan, Sancho",42502,"[u'Chaunus,2:518 - 547<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898,f.189v<><p><em>AG!</em> (Seville)</p>']"
1555,,Cape Verde Islands,Veracruz,,,,359,287,,S Jorge,"Gonzalez, Sebastian",42503,"[u'Chaunus,2:518 - 527<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898,f.189v<><p><em>AG!</em> (Seville)</p>']"
1556,,Cape Verde Islands,Veracruz,,,,359,287,,Regina Celi,"Lorenzo, Alonso<br/> Ochoa de Trabudo, Pedro",42504,"[u'Chaunus,2: 536 -539<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI, Ctdra, 877-1<><p><em>AG!</em> (Seville)</p>']"
1557,Portugal / Brazil,Sao Tome,"Hispaniola, unspecified",,,,359,287,, ,"Rodrigues, Bento",29546,"[u'Godinho, p. 177<>Godinho, Vitorino Magalh\xe3es, <i>Os descobrimentos e a economia mundial</i>, 4 vols. (Lisboa, 1983-1984 [1963-1971]).']"
1557,Portugal / Brazil,Sao Tome,"Hispaniola, unspecified",,,,359,287,, ,"Rojas, Francisco de",29547,"[u'Godinho, p. 177<>Godinho, Vitorino Magalh\xe3es, <i>Os descobrimentos e a economia mundial</i>, 4 vols. (Lisboa, 1983-1984 [1963-1971]).']"
1557,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S. Nicolas,"Quesada, Diego",42505,"[u'Chaunus,2: 550-55<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1557,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Espiritu Santo,"Lechon, Alonso",42797,"[u'Chaunus, 2: 552-53<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1558,,Cape Verde Islands,New Spain,,,,359,287,,S Antonio,"Conquero, Alvaro",42791,"[u'Chaunus, 2: 562-71<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 204v<><p><em>AG!</em> (Seville)</p>']"
1558,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Concepcion,"Bernal, Alonso",42800,"[u'Chaunus, 3: 562-63<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898, f. 204r<><p><em>AG!</em> (Seville)</p>']"
1559,,"Africa., port unspecified",Veracruz,,,,377,,,S Antônio,"Gomes, Manoel",29545,"[u'Ventura, p. 46<>Ventura, Maria da Gra\xe7a Mateus, <i>Negreiros portugueses na rota das \xedndias de Castela (1541-1556)</i> (Lisboa, 1999).']"
1559,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Sanctus Spiritus,"Diaz, Domingo",42506,"[u'Chaunus,2: 562 - 571<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898,f. 204r<><p><em>AG!</em> (Seville)</p>']"
1559,,Cape Verde Islands,New Spain,,,,359,287,,S Maria y Sta Cruz,"Sanchez Darma, Anton",42782,"[u'Chaunus, 3: 576-77<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1559,,Cape Verde Islands,New Spain,,,,359,287,,Santa Catalina,"Bartolome, Miguel",42889,"[u'AGI,Contratacion,2898, f. 204r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2: 562-71<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1559,,Cape Verde Islands,Veracruz,,,,359,287,,S Andres,"Hermoso, Anton",42890,"[u'AGI,Ctdra,877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 204r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2: 562-3<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1559,,Cape Verde Islands,Veracruz,,,,359,287,,S Salvador,"Campos, Alonso",42891,"[u'AGI,Contratacion,2898, f. 204r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2: 562-3<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1559,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Espiritu Santo,"Quesada, Sebastian de",42892,"[u'AGI,Contratacion,2898, f. 204r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 2: 562-71<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1560,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S. Jorge,"Paje, Vicencio",42509,"[u'Chaunus, 3: 584 - 585<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898, f. 211r<><p><em>AG!</em> (Seville)</p>']"
1560,,Cape Verde Islands,San Domingo (a) Santo Domingo,,,,359,287,,S Maria de la Victoria,"Corzo, Juan",42635,"[u'Chanus, 3: 584-85<><p><em>The National Archives</em> (Kew, UK) Chancery</p>', u'AGI,Contratacion,2898, f. 211r<><p><em>AG!</em> (Seville)</p>']"
1560,,Cape Verde Islands,Monte Christi,,,,359,287,,NS de Marinas,"Bello, Francisco",42704,"[u'Chaunus, 3: 584-85<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion,2898, f. 211r<><p><em>AG!</em> (Seville)</p>']"
1560,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Magdalena,"Gomez, Salvador",42888,"[u'Chaunus, 2: 576-81<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1561,,Cape Verde Islands,San Domingo (a) Santo Domingo,,,,359,287,,NS de Castillo,"Lanez, Lorenzo",42598,"[u'Chaunus,3: 6-7<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1561,,"Senegambia and offshore Atlantic, port unspecified",San Domingo (a) Santo Domingo,,,,359,287,,Tres Reyes,"Hernandez, Alonso",42798,"[u'Chaunus, 3: 6-7<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,New Spain,,,,359,287,,S Pablo,"Hernandez de Leon, Francisco",42686,"[u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Contratacion, 2898, f. 220<><p><em>AG!</em> (Seville)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,NS de la Cadena,"Luna, Diego de",42878,"[u'AGI,Ctdra,877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,Jesus Nazareno-Santa Maria de Jesus,"Palacios, Juan de",42879,"[u'AGI,Ctdra,877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,S Jorge,"Peje, Vicencio",42880,"[u'AGI,Contratacion,2898, f.220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,S Salvador,"Hernandez, Diego",42881,"[u'AGI,Contratacion,2898, f.220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,S Maria,"Diaz, Juan",42882,"[u'AGI,Contratacion,2898, f.220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-31<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,Santa Maria y Santa Cruz,"Ijada, Juan de",42883,"[u'AGI,Contratacion,2898, f.220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",,,,359,287,,Sanctus Spiritus,"Gutierrez, Pero",42884,"[u'AGI,Contratacion,2898, f.220v<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 24-5<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,Angel Blanco,"Marin, Diego",42885,"[u'AGI,Ctdra,877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 219r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 22-31<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,Gracia de Dios,"Catalan, Juan",42886,"[u'AGI,Ctdra, 877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 219r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 22-31<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,,Cape Verde Islands,Veracruz,,,,359,287,,NS de la Candelaria,"Caceres, Diego de",42887,"[u'AGI,Ctdra,877, n. 2<><p><em>AG!</em> (Seville)</p>', u'AGI,Contratacion,2898, f. 219r<><p><em>AG!</em> (Seville)</p>', u'Chaunus, 3: 22-31<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>']"
1562,Spain / Uruguay,Cape Verde Islands,Cartagena,,,,208,202,,S Nicolás,"Meçina, Juan de",42986,"[u'AGI,Justicia, 862, n. 2<><p><em>AG!</em> (Seville)</p>']"
1563,,Cape Verde Islands,Veracruz,,,,359,287,,Santa Maria y Santa Cruz,"Paje, Vicencio",42846,"[u'Chaunus, 3: 52-3<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Ctdra,877, f. 3<><p><em>AG!</em> (Seville)</p>']"
1563,,Cape Verde Islands,Veracruz,,,,359,287,,Magdalena,"Heredia, Hernando de",42875,"[u'Chaunus, 3: 36-7<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Ctdra,877, n. 3<><p><em>AG!</em> (Seville)</p>']"
1563,,Cape Verde Islands,Veracruz,,,,359,287,,S Juan Bautista,"Arenas, Juan de",42876,"[u'Chaunus, 3: 36-7<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Ctdra,877, n. 3<><p><em>AG!</em> (Seville)</p>']"
1563,,Cape Verde Islands,Veracruz,,,,359,287,,Gracia de Dios,"Catalan, Juan",42877,"[u'Chaunus, 3: 36-7<><p>Chaunus, <em>xxxxxx</em> (xxxxx, 1955)</p>', u'AGI,Ctdra,877, n. 3<><p><em>AG!</em> (Seville)</p>']"
1563,Great Britain,"Sierra Leone, port unspecified","Hispaniola, unspecified",,,,100,93,,Salomon,"Hawkins, John",98836,"[u""HawkinsVoyages,5-7<>Hawkins, John, <i>Hawkins' Voyages During the Reigns of Henry VIII, Queen Elizabeth and James I</i> (London, 1878)."", u'Donnan,I,44-46<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Lewis,1969:79-84<>Lewis, Michael, <i>The Hawkins Dynasty: Three Generations of a Tudor Family</i> (London, 1969).          ', u""Kelsey,15-18<>Kelsey, Harry, <i>Sir John Hawkins; Queen Elizabeth's Slave Trader</i> (New Haven, 2003).""]"
